"Code","Item","Group","Region_Number","Region_Name","State_Name","Y1980","Y1981","Y1982","Y1983","Y1984","Y1985","Y1986","Y1987","Y1988","Y1989","Y1990","Y1991","Y1992","Y1993","Y1994","Y1995","Y1996","Y1997","Y1998","Y1999","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Average_Annual_Percent_Growth"
"3","Physician  and  Clinical Services (Millions of Dollars)","Region","7","Rocky Mountains","","1267.849","1492.513","1652.776","1885.092","2056.939","2527.078","2633.04","2907.496","3324.577","3573.291","3939.696","4358.713","4766.76","5031.454","5287.718","5579.431","5902.029","6411.391","7229.458","7535.738","8394.811","8983.766","10037.388","11070.065","11746.611","12310.393","13402.165","13858.269","15029.335","15684.555","9.1"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","7","Rocky Mountains","Colorado","644.305","768.446","851.9","976.173","1097.318","1311.414","1376.958","1566.98","1761.304","1917.344","2127.127","2364.002","2631.801","2715.958","2927.417","3048.726","3187.21","3423.785","4039.447","4215.464","4734.214","4999.224","5482.736","6139.494","6388.696","6517.595","7225.693","7262.624","8014.675","8379.184","9.2"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","7","Rocky Mountains","Idaho","149.097","168.028","186.743","212.511","230.395","307.258","326.98","327.81","392.563","390.084","438.946","486.85","525.915","580.1","591.494","655.589","700.35","770.579","809.04","864.051","935.027","994.09","1117.13","1191.834","1300.11","1437.783","1553.63","1618.119","1757.014","1777.563","8.9"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","7","Rocky Mountains","Montana","146.718","168.207","183.696","194.072","213.055","260.503","273.48","281.474","321.334","339.928","374.79","407.895","440.487","454.09","437.974","488.769","531.651","567.396","583.5","627.807","705.67","787.162","899.763","980.528","1049.095","1085.331","1155.406","1226.982","1305.375","1378.253","8"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","7","Rocky Mountains","Utah","256.352","303.362","336.887","393.444","402.154","525.385","521.85","597.941","695.095","770.591","828.839","927.533","983.556","1075.653","1115.58","1148.71","1238.616","1385.04","1488.244","1522.392","1644.508","1802.073","2072.091","2272.45","2500.334","2724.173","2887.064","3135.18","3269.319","3448.166","9.4"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","7","Rocky Mountains","Wyoming","71.378","84.471","93.55","108.893","114.017","122.519","133.772","133.292","154.28","155.344","169.994","172.433","185","205.654","215.253","237.637","244.203","264.591","309.228","306.024","375.392","401.217","465.668","485.758","508.377","545.512","580.373","615.364","682.951","701.389","8.2"
"3","Physician  and  Clinical Services (Millions of Dollars)","Region","8","Far West","","9440.909","11054.905","12686.788","14222.825","15462.147","18569.964","20386.96","22572.311","25774.173","28377.908","31583.78","35684.962","38981.402","40895.687","41931.624","43810.793","45774.846","47101.147","50583.224","50632.431","51812.361","55077.822","59047.798","65797.731","70684.579","77359.662","80486.049","86235.566","91774.6","96055.948","8.3"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","8","Far West","Alaska","131.081","152.522","161.865","200.315","206.819","265.069","274.365","288.109","317.384","338.904","360.544","393.409","417.216","443.901","451.47","485.007","538.302","573.32","636.285","677.884","736.121","864.828","1035.423","1117.75","1231.168","1352.663","1399.315","1484.319","1607.058","1720.96","9.3"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","8","Far West","California","7256.655","8473.965","9827.3","11003.077","12071.074","14589.136","15921.031","17841.244","20260.29","22259.11","24725.843","28005.726","30548.142","32099.469","32718.847","33815.449","35273.002","36054.07","37875.734","37555.398","37848.747","39582.029","42009.21","46792.045","50140.269","55112.33","56849.311","61615.722","65505.697","68238.314","8"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","8","Far West","Hawaii","273.262","331.157","376.234","408.338","419.372","485.353","511.166","561.896","605.173","674.198","732.096","862.612","912.956","993.603","1121.95","1255.998","1397.364","1398.053","1481.006","1426.649","1421.697","1390.266","1527.608","1650.688","1731.763","1823.364","1943.513","2195.723","2305.071","2427.018","7.8"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","8","Far West","Nevada","226.14","274.999","295.969","371.797","401.208","462.839","548.632","585.363","706.622","819.827","924.329","1044.642","1187.539","1238.959","1307.959","1417.584","1499.24","1701.906","1834.405","1917.614","2171.749","2416.061","2719.318","3203.489","3560.857","3915.277","4107.761","4264.14","4353.72","4526.792","10.9"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","8","Far West","Oregon","608.782","703.328","778.37","851.103","897.696","1019.35","1150.441","1205.797","1434.512","1558.068","1733.757","1825.116","2034.608","2144.786","2246.388","2414.238","2494.03","2708.882","3266.783","3320.835","3362.511","3978.653","4070.247","4657.005","5136.819","5599.945","6090.2","6034.871","6724.013","6786.74","8.7"
"3","Physician  and  Clinical Services (Millions of Dollars)","State","8","Far West","Washington","944.989","1118.934","1247.049","1388.195","1465.977","1748.216","1981.324","2089.903","2450.192","2727.801","3107.21","3553.458","3880.941","3974.969","4085.01","4422.518","4572.907","4664.915","5489.01","5734.05","6271.536","6845.984","7685.991","8376.754","8883.703","9556.083","10095.949","10640.791","11279.042","12356.124","9.3"
"4","Other Professional Services (Millions of Dollars)","United States","0","United States","","3478.186","4275.83","4924.431","5663.35","7349.904","8143.104","9325.757","11388.961","13804.581","14597.291","17408.369","18713.061","21048.058","23181.025","24226.907","26972.535","29205.833","31677.093","33791.18","34993.882","37014.883","40611.934","43670.576","46805.769","50119.178","53058.767","55394.168","59491.578","63421.481","66780.875","10.7"
"4","Other Professional Services (Millions of Dollars)","Region","1","New England","","187.194","225.816","259.915","297.919","379.251","442.003","531.465","693.937","801.43","843.757","1020.599","1065.29","1260.665","1456.541","1464.476","1603.594","1763.16","2024.273","2129.619","2187.999","2272.088","2476.343","2624.659","2792.267","2966.843","3069.711","3190.5","3405.031","3652.724","3914.645","11.1"
"4","Other Professional Services (Millions of Dollars)","State","1","New England","Connecticut","51.019","61.902","73.599","82.12","103.22","124.951","140.781","203.479","222.848","229.249","272.746","269.966","370.431","473.811","436.304","462.976","506.323","602.785","629.99","619.963","652.826","700.244","730.056","766.357","807.658","826.859","842.212","919.303","996.332","1096.306","11.2"
"4","Other Professional Services (Millions of Dollars)","State","1","New England","Maine","14.836","17.428","19.587","21.846","30.179","33.88","43.253","54.081","68.726","73.043","89.384","92.093","101.019","109.261","111.469","134.561","145.953","156.63","170.686","184.971","189.96","215.663","227.406","253.802","290.149","310.031","323.152","350.925","361.298","359.568","11.6"
"4","Other Professional Services (Millions of Dollars)","State","1","New England","Massachusetts","88.629","107.395","121.552","143.303","180.394","209.669","251.456","331.662","369.238","391.924","479.034","506.173","574.368","637.23","679.551","740.965","844.746","972.157","1005.266","1019.115","1041.034","1146.647","1211.474","1279.297","1328.417","1358.5","1410.433","1462.445","1572.917","1689.39","10.7"
"4","Other Professional Services (Millions of Dollars)","State","1","New England","New Hampshire","13.69","16.299","18.442","22.44","30.331","35.781","42.035","45.653","62.141","67.11","84.511","91.083","100.751","109.122","110.296","121.112","116.301","125.756","141.726","165.583","173.683","181.798","191.072","204.347","218.612","233.497","242.569","266.081","289.429","311.558","11.4"
"4","Other Professional Services (Millions of Dollars)","State","1","New England","Rhode Island","11.851","14.232","16.622","17.14","21.906","22.901","36.036","39.249","51.693","53.179","61.169","68.387","71.619","79.277","79.696","87.449","91.29","102.743","107.104","113.203","119.867","130.639","154.435","172.276","192.658","205.946","228.916","252.808","269.478","284.477","11.6"
"4","Other Professional Services (Millions of Dollars)","State","1","New England","Vermont","7.169","8.56","10.114","11.07","13.222","14.822","17.904","19.814","26.785","29.251","33.755","37.589","42.477","47.841","47.16","56.531","58.548","64.203","74.848","85.164","94.718","101.352","110.216","116.189","129.348","134.878","143.217","153.47","163.269","173.346","11.6"
"4","Other Professional Services (Millions of Dollars)","Region","2","Mideast","","660.055","786.433","886.298","1025.763","1350.286","1524.799","1758.062","2310.176","2667.214","2871.649","3411.625","3787.455","4331.648","4734.706","4974.119","5401.305","5749.904","6207.417","6742.391","7204.788","7483.221","8226.351","8608.581","8992.451","9594.437","10075.958","10453.527","11219.466","11883.846","12633.06","10.7"
"4","Other Professional Services (Millions of Dollars)","State","2","Mideast","Delaware","7.791","9.078","9.895","12.714","17.274","20.632","26.295","28.72","37.307","44.682","48.426","55.473","61.007","64.223","76.699","85.245","82.516","94.163","99.444","109.976","121.981","141.938","161.015","164.269","175.305","186.734","187.359","199.112","211.346","217.049","12.2"
"4","Other Professional Services (Millions of Dollars)","State","2","Mideast","District of Columbia","10.284","12.721","15.196","16.765","19.668","23.801","23.949","29.148","32.831","34.687","45.082","46.488","53.063","55.911","54.69","56.531","57.757","60.222","66.946","74.591","73.352","77.83","90.835","96.42","101.242","106.78","109.282","118.013","120.151","118.969","8.8"
"4","Other Professional Services (Millions of Dollars)","State","2","Mideast","Maryland","60.833","74.265","84.645","98.186","130.907","149.705","164.04","222.355","256.504","271.157","344.71","379.803","451.31","480.285","529.16","589.573","618.14","705.313","749.136","725.704","758.973","854.365","945.01","1004.015","1060.099","1138.873","1220.663","1276.181","1371.022","1491.899","11.7"
"4","Other Professional Services (Millions of Dollars)","State","2","Mideast","New Jersey","118.433","141.668","162.143","191.432","256.492","303.754","355.413","466.3","558.646","613.499","731.948","809.331","927.32","1010.208","1055.616","1182.331","1259.053","1346.605","1433.524","1449.046","1423.101","1554.408","1622.097","1699.539","1838.553","1951.032","2033.034","2193.347","2280.919","2384.084","10.9"
"4","Other Professional Services (Millions of Dollars)","State","2","Mideast","New York","295.62","352.645","397.006","457.302","600.462","657.387","749.325","998.947","1098.704","1183.861","1375.538","1513.142","1696.136","1862.019","1943.63","2021.686","2160.294","2313.478","2577.084","2893.528","3112.808","3434.208","3601.193","3731.064","3929.461","4076.01","4159.676","4434.898","4713.455","5033.966","10.3"
"4","Other Professional Services (Millions of Dollars)","State","2","Mideast","Pennsylvania","167.094","196.056","217.414","249.363","325.484","369.52","439.04","564.707","683.221","723.761","865.922","983.217","1142.81","1262.06","1314.324","1465.938","1572.143","1687.635","1816.256","1951.943","1993.005","2163.601","2188.431","2297.143","2489.778","2616.529","2743.512","2997.915","3186.952","3387.092","10.9"
"4","Other Professional Services (Millions of Dollars)","Region","3","Great Lakes","","618.088","755.674","843.094","981.451","1298.255","1345.787","1497.212","1742.028","2178.975","2279.729","2599.921","2767.396","3083.558","3670.961","3729.965","4212.19","4605.846","4898.376","5128.418","5121.341","5481.97","5998.01","6431.792","7045.068","7500.389","8015.757","8388.618","8854.607","9377.694","9665.949","9.9"
"4","Other Professional Services (Millions of Dollars)","State","3","Great Lakes","Illinois","168.748","200.604","222.91","266.443","317.036","359.196","398.393","470.477","555.65","595.647","695.158","732.859","827.562","932.029","997.977","1097.037","1216.333","1293.144","1369.838","1390.714","1535.035","1685.205","1821.055","2101.635","2179.513","2377.555","2576.345","2797.205","3004.267","3123.453","10.6"
"4","Other Professional Services (Millions of Dollars)","State","3","Great Lakes","Indiana","74.468","86.977","98.222","109.369","166.446","135.877","164.161","195.759","259.519","269.945","317.282","331.223","362.505","405.38","436.189","499.583","531.259","563.542","615.022","589.822","620.169","699.435","746.47","797.045","860.378","892.319","936.479","978.02","1049.012","1105.161","9.7"
"4","Other Professional Services (Millions of Dollars)","State","3","Great Lakes","Michigan","157.068","207.067","217.943","261.496","345.963","367.727","393.671","432.269","533.589","542.346","609.483","635.299","707.738","858.001","916.858","1031.977","1127.369","1186.839","1202.793","1191.989","1263.71","1376.648","1470.015","1588.404","1735.658","1855.064","1911.818","2020.376","2118.765","2159.961","9.5"
"4","Other Professional Services (Millions of Dollars)","State","3","Great Lakes","Ohio","151.917","184.762","218.298","238.151","336.128","352.506","395.104","462.129","608.657","614.172","693.642","760.547","837.892","1098.901","967.786","1086.67","1173.946","1241.875","1289.604","1296.503","1380.961","1496.566","1620.7","1727.59","1826.406","1893.981","1948.902","1985.344","2093.267","2175.037","9.6"
"4","Other Professional Services (Millions of Dollars)","State","3","Great Lakes","Wisconsin","65.886","76.264","85.722","105.992","132.682","130.483","145.884","181.395","221.56","257.62","284.357","307.468","347.861","376.651","411.155","496.924","556.938","612.976","651.161","652.314","682.094","740.155","773.553","830.395","898.434","996.837","1015.074","1073.662","1112.382","1102.337","10.2"
"4","Other Professional Services (Millions of Dollars)","Region","4","Plains","","263.367","314.157","358.038","420.265","513.022","522.065","592.423","722.187","929.904","960.612","1134.827","1147.063","1267.882","1318.22","1425.349","1663.142","1813.073","2003.093","2163.633","2235.271","2434.456","2554.855","2739.143","2991.394","3257.492","3486.503","3625.055","3869.121","4123.572","4313.658","10.1"
"4","Other Professional Services (Millions of Dollars)","State","4","Plains","Iowa","51.193","58.666","64.06","70.363","78.057","80.188","86.068","115.683","145.486","151.123","180.791","199.022","198.504","215.239","227.895","259.863","277.79","295.413","320.102","330.11","336.521","368.797","390.237","430.581","464.852","490.171","510.119","542.668","564.626","604.49","8.9"
"4","Other Professional Services (Millions of Dollars)","State","4","Plains","Kansas","41.695","50.311","57.359","67.404","77.468","83.802","97.3","109.767","129.179","139.17","162.836","174.777","192.098","200.536","207.136","232.946","239.849","271.696","298.887","308.224","319.183","352.25","368.818","406.522","448.515","491.273","497.372","530.249","579.098","609.815","9.7"
"4","Other Professional Services (Millions of Dollars)","State","4","Plains","Minnesota","67.564","82.685","97.213","122.298","158.023","158.28","180.357","206.279","258.83","267.862","310.533","326.025","358.588","386.294","413.349","480.017","537.385","587.71","644.368","665.943","720.349","725.811","780.452","845.353","954.529","979.686","1022.711","1084.13","1147.334","1194.292","10.4"
"4","Other Professional Services (Millions of Dollars)","State","4","Plains","Missouri","61.628","72.271","81.85","93.318","116.874","118.901","137.521","188.06","265.962","263.492","315.687","269.325","315.503","300.885","348.414","430.067","476.908","547.228","587.735","592.076","685.255","697.242","761.109","814.7","869.795","955.116","1002.068","1085.311","1162.476","1204.834","10.8"
"4","Other Professional Services (Millions of Dollars)","State","4","Plains","Nebraska","21.461","26.661","30.287","35.442","43.41","44.07","47.192","50.699","65.022","69.517","82.572","91.132","107.608","110.08","113.844","132.917","146.135","161.555","164.902","176.954","206.894","234.631","257.763","298.281","307.418","338.982","355.221","376.783","401.16","411.582","10.7"
"4","Other Professional Services (Millions of Dollars)","State","4","Plains","North Dakota","9.963","12.421","14.943","16.919","20.872","16.93","21.789","25.078","32.864","34.788","40.137","40.856","44.666","51.18","55.73","60.551","62.261","62.569","66.554","72.432","76.788","80.493","82.546","86.364","92.059","99.74","101.773","106.394","113.489","122.204","9"
"4","Other Professional Services (Millions of Dollars)","State","4","Plains","South Dakota","9.865","11.143","12.325","14.522","18.318","19.895","22.195","26.621","32.56","34.659","42.272","45.927","50.914","54.007","58.981","66.78","72.745","76.923","81.085","89.533","89.466","95.63","98.219","109.592","120.323","131.535","135.791","143.587","155.389","166.441","10.2"
"4","Other Professional Services (Millions of Dollars)","Region","5","Southeast","","588.31","733.12","862.719","996.059","1336.819","1513.896","1692.759","2048.987","2526.543","2655.853","3324.112","3621.519","4091.938","4590.439","5011.412","5587.029","6217.646","6845.107","7260.197","7334.85","7691.998","8527.308","9323.712","10060.868","10930.311","11887.891","12340.047","13380.196","14345.156","15125.79","11.8"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Alabama","30.031","37.846","44.495","51.59","64.064","74.519","92.494","97.323","115.118","123.494","149.474","179.331","192.915","213.339","221.84","277.986","322.345","377.448","397.913","383.55","408.319","413.402","440.989","478.837","531.095","556.404","558.834","588.447","624.745","672.255","11.3"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Arkansas","26.121","31.624","35.451","44.704","58.656","58.015","73.462","76.866","97.436","100.97","117.938","126.084","142.618","152.656","168.357","201.091","210.265","252.847","271.653","294.945","292.963","319.255","341.111","363.482","391.342","412.384","422.268","476.752","502.268","512.596","10.8"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Florida","164.538","211.405","260.155","300.506","420.149","501.086","528.733","653.425","812.985","855.783","1058.711","1154.559","1325.077","1460.484","1623.134","1769.354","1982.451","2204.534","2326.217","2307.208","2426.217","2772.877","2978.289","3194.773","3427.03","3872.369","3951.7","4247.024","4626.622","4942.864","12.4"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Georgia","63.065","80.183","97.605","107.077","133.431","169.765","176.272","242.186","256.317","286.143","374.829","427.772","499.784","547.544","587.702","618.447","670.979","747.996","763.873","790.529","845.176","909.854","1020.289","1130.589","1185.691","1266.469","1309.778","1417.115","1480.426","1515.266","11.6"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Kentucky","31.715","37.952","41.614","45.637","58.888","63.076","70.689","86.398","110.728","118.564","150.559","174.432","197.541","219.097","243.624","288.977","325.87","360.304","384.464","410.015","461.469","490.594","531.881","579.397","630.712","649.904","674.984","708.923","756.639","792.792","11.7"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Louisiana","42.779","51.931","62.194","73.036","100.027","108.31","126.763","154.683","192.688","179.174","222.759","205.064","234.74","277.414","316.383","338.13","357.45","396.652","405.232","410.219","428.91","475.795","522.919","578.332","636.721","650.21","669.648","735.774","816.647","854.078","10.9"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Mississippi","18.208","21.748","25.33","30.474","56.189","51.634","52.762","63.955","77.36","76.223","93.882","96.174","96.734","107.165","115.574","128.79","138.094","160.645","172.628","153.874","167.454","198.84","239.632","255.673","295.805","302.593","309.891","348.942","387.839","390.779","11.2"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","North Carolina","62.103","72.736","84.887","96.031","125.116","134.335","166.815","190.172","251.32","277.225","340.095","360.544","420.536","475.041","512.163","611.248","642.739","705.802","766.278","750.914","804.598","891.122","972.611","1077.23","1206.188","1344.479","1469.521","1633.08","1735.779","1862","12.4"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","South Carolina","27.907","35.654","39.732","44.052","63.242","63.404","72.019","86.14","106.793","117.606","141.22","155.758","178.317","196.403","216.275","243.851","266.207","306.881","350.588","325.85","294.536","344.112","394.528","408.599","453.63","504.82","552.115","607.708","656.132","671.715","11.6"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Tennessee","46.251","58.191","66.323","77.203","97.865","103.709","122.603","146.738","195.192","191.034","267.451","297.573","318.958","363.601","392.872","465.021","557.582","575.779","611.432","635.76","635.126","693.566","780.431","832.717","923.936","989.125","1010.303","1103.213","1125.187","1166.755","11.8"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","Virginia","57.198","71.698","79.131","96.344","126.454","148.107","166.932","198.919","248.519","265.185","330.31","360.585","392.79","481.158","502.621","523.553","621.801","620.736","661.863","709.252","750.725","825.513","879.319","937.004","1009.121","1090.466","1164.336","1262.448","1368.584","1468.213","11.8"
"4","Other Professional Services (Millions of Dollars)","State","5","Southeast","West Virginia","18.394","22.153","25.803","29.404","32.737","37.938","43.215","52.181","62.085","64.454","76.883","83.643","91.929","96.537","110.867","120.581","121.862","135.482","148.055","162.735","176.505","192.379","221.713","224.235","239.04","248.668","246.669","250.77","264.288","276.478","9.8"
"4","Other Professional Services (Millions of Dollars)","Region","6","Southwest","","297.331","371.634","435.336","499.653","648.394","749.042","854.056","972.536","1225.359","1317.666","1604.479","1705.852","1927.427","2054.828","2096.698","2501.426","2739.19","3024.096","3230.22","3440.005","3674.596","3947.42","4238.385","4481.13","4873.856","5196.451","5522.417","5953.122","6362.194","6712.882","11.3"
"4","Other Professional Services (Millions of Dollars)","State","6","Southwest","Arizona","44.924","55.584","65.051","80.98","106.477","128.007","153.263","177.055","217.758","222.868","275.503","287.066","318.061","349.438","378.271","443.058","487.669","526.92","560.643","586.527","609.677","649.628","744.882","791.88","906.782","981.669","1059.394","1149.925","1249.049","1321.814","12.4"
"4","Other Professional Services (Millions of Dollars)","State","6","Southwest","New Mexico","20.658","25.311","28.292","30.919","43.269","51.041","59.907","66.083","82.231","86.879","100.981","111.713","116.242","122.351","130.843","194.494","172.614","174.848","183.519","206.099","202.514","238.626","251.886","267.812","293.338","317.461","342.149","371.751","380.109","383.834","10.6"
"4","Other Professional Services (Millions of Dollars)","State","6","Southwest","Oklahoma","42.923","51.061","57.991","67.154","81.799","92.169","101.147","119.477","151.529","152.164","185.74","194.873","215.875","232.06","243.734","281.489","320.029","322.886","354.765","400.242","393.73","382.929","410.083","443.018","490.664","510.442","575.319","588.731","625.754","646.64","9.8"
"4","Other Professional Services (Millions of Dollars)","State","6","Southwest","Texas","188.825","239.678","284.002","320.6","416.849","477.825","539.74","609.921","773.841","855.755","1042.255","1112.199","1277.248","1350.979","1343.85","1582.385","1758.877","1999.442","2131.293","2247.136","2468.675","2676.237","2831.533","2978.42","3183.072","3386.878","3545.555","3842.716","4107.282","4360.594","11.4"
"4","Other Professional Services (Millions of Dollars)","Region","7","Rocky Mountains","","106.71","130.59","150.154","176.884","238.003","263.888","306.572","337.435","417.16","450.137","517.612","559.463","616.54","688.235","736.704","887.374","982.285","1053.121","1154.779","1277.996","1370.886","1509.108","1622.633","1728.88","1817.339","1885.007","1964.418","2116.038","2286.106","2383.847","11.3"
"4","Other Professional Services (Millions of Dollars)","State","7","Rocky Mountains","Colorado","53.976","66.381","76.642","91.367","121.527","137.961","166.095","193.487","231.659","248.905","287.596","310.606","341.215","374.882","391.565","483.919","554.842","576.451","623.335","681.354","749.425","833.644","912.17","935.457","953.192","950.098","980.783","1064.084","1167.59","1212.295","11.3"
"4","Other Professional Services (Millions of Dollars)","State","7","Rocky Mountains","Idaho","15.871","19.667","21.548","25.665","34.808","35.259","37.091","37.596","47.701","51.429","58.859","67.388","73.395","83.569","91.596","108.838","116.022","127.984","142.761","161.035","180.402","191.075","206.318","236.254","269.075","288.48","307.508","326.217","341.306","358.168","11.3"
"4","Other Professional Services (Millions of Dollars)","State","7","Rocky Mountains","Montana","13.41","15.7","18.168","20.688","25.629","30.484","34.717","37.262","41.489","48.202","49.09","55.999","63.552","73.219","70.201","79.13","79.361","90.868","93.594","113.978","127.497","139.618","142.075","154.225","161.038","176.629","186.101","193.983","208.322","214.21","10"
"4","Other Professional Services (Millions of Dollars)","State","7","Rocky Mountains","Utah","16.031","19.611","22.499","25.389","37.953","43.422","50.089","49.701","73.25","78.711","94.927","96.4","106.617","123.372","148.176","169.795","190.274","213.037","242.592","259.215","247.444","270.983","282.4","312.045","333.222","367.712","380.656","413.59","436.589","460.603","12.3"
"4","Other Professional Services (Millions of Dollars)","State","7","Rocky Mountains","Wyoming","7.421","9.231","11.297","13.775","18.086","16.762","18.581","19.389","23.06","22.891","27.14","29.069","31.761","33.193","35.166","45.692","41.784","44.781","52.497","62.415","66.118","73.788","79.67","90.9","100.811","102.088","109.37","118.165","132.299","138.571","10.6"
"4","Other Professional Services (Millions of Dollars)","Region","8","Far West","","757.133","958.406","1128.876","1265.355","1585.874","1781.624","2093.206","2561.675","3057.997","3217.887","3795.193","4059.023","4468.4","4667.095","4788.183","5116.474","5334.729","5621.609","5981.924","6191.631","6605.668","7372.54","8081.67","8713.712","9178.512","9441.489","9909.586","10693.997","11390.19","12031.044","10"
"4","Other Professional Services (Millions of Dollars)","State","8","Far West","Alaska","8.882","10.998","12.986","15.85","21.108","27.064","30.212","35.895","42.401","43.439","52.163","51.979","57.154","61.036","57.477","65.253","71.097","76.75","79.401","89.541","107.152","122.218","129.287","144.626","161.479","172.304","172.991","191.486","207.724","223.346","11.8"
"4","Other Professional Services (Millions of Dollars)","State","8","Far West","California","586.288","744.179","878.49","978.257","1230.293","1378.074","1630.109","2010.342","2383.361","2482.442","2916.434","3098.902","3405.794","3520.457","3586.099","3756.834","3906.976","4100.111","4352.044","4440.373","4693.293","5223.392","5727.621","6176.396","6427.411","6445.942","6732.524","7203.621","7634.546","8018.437","9.4"
"4","Other Professional Services (Millions of Dollars)","State","8","Far West","Hawaii","13.565","17.566","22.036","24.512","29.613","33.276","41.168","45.421","57.716","67.221","82.463","98.363","108.507","119.374","121.757","121.783","114.354","111.84","119.85","128.457","146.203","164.151","195.509","204.186","226.968","241.55","242.179","275.275","294.162","313.898","11.4"
"4","Other Professional Services (Millions of Dollars)","State","8","Far West","Nevada","16.4","20.666","25.436","30.162","35.172","41.027","46.025","62.673","79.216","98.49","120.321","131.477","146.58","147.386","152.666","184.934","199.058","199.312","209.323","215.362","231.49","255.85","303.866","333.772","374.095","397.357","430.579","473.235","501.181","524.05","12.7"
"4","Other Professional Services (Millions of Dollars)","State","8","Far West","Oregon","49.766","61.462","70.378","82.211","103.443","116.566","133.174","156.349","193.963","205.538","237.113","245.094","282.775","293.325","302.926","339.625","358.607","372.517","387.864","425.479","467.902","523.012","571.219","618.7","670.413","739.348","796.351","882.278","949.578","989.995","10.9"
"4","Other Professional Services (Millions of Dollars)","State","8","Far West","Washington","82.232","103.535","119.55","134.363","166.247","185.615","212.518","250.995","301.339","320.757","386.699","433.208","467.59","525.517","567.258","648.045","684.637","761.079","833.442","892.421","959.627","1083.917","1154.168","1236.033","1318.146","1444.989","1534.962","1668.103","1802.999","1961.318","11.6"
"5","Dental Services (Millions of Dollars)","United States","0","United States","","13333.174","15709.455","16966.277","18285.158","19848.332","21665.577","23124.751","25275.957","27343.489","29315.771","31521.338","33298.422","37032.617","38897.958","41452.329","44507.197","46839.43","50189.878","53511.717","57190.229","62011.792","67540.515","73365.822","75965.19","81761.447","86786.379","91359.917","97317.695","102273.571","102221.919","7.3"
"5","Dental Services (Millions of Dollars)","Region","1","New England","","757.84","883.84","958.924","1060.703","1132.908","1189.374","1377.644","1555.369","1740.97","1927.229","2046.159","2110.945","2301.456","2473.983","2548.783","2677.46","2773.925","3030.217","3238.628","3509.635","3740.263","4059.086","4431.047","4546.035","4881.422","5112.485","5409.95","5798.957","6159.877","6140.599","7.5"
"5","Dental Services (Millions of Dollars)","State","1","New England","Connecticut","228.516","267.038","290.79","319.573","345.806","360.003","423.633","477.717","529.382","579.847","639.113","641.399","697.685","745.637","754.626","783.26","799.337","855.495","880.438","950.49","1003.588","1079.977","1201.097","1217.809","1318.814","1353.424","1403.923","1512.929","1595.547","1599.215","6.9"
"5","Dental Services (Millions of Dollars)","State","1","New England","Maine","45.137","53.173","56.75","65.221","69.773","77.157","88.542","95.962","113.726","130.343","133.659","139.881","157.317","166.767","176.643","181.873","194.968","212.509","228.392","246.908","277.908","283.51","314.753","327.066","353.314","371.164","383.027","415.774","412.314","406.029","7.9"
"5","Dental Services (Millions of Dollars)","State","1","New England","Massachusetts","362.462","417.54","448.846","489.788","521.009","543.457","618.348","701.425","788.571","875.266","902.157","956.007","1034.557","1142.826","1168.963","1223.004","1269.78","1390.323","1514.879","1658.792","1755.573","1921.948","2056.05","2102.556","2240.122","2370.625","2537.703","2750.398","2993.164","2975.833","7.5"
"5","Dental Services (Millions of Dollars)","State","1","New England","New Hampshire","48.78","58.778","64.651","75.694","80.497","84.729","98.277","118.153","125.386","142.442","154.727","157.439","174.717","178.539","188.886","204.551","212.673","256.873","262.824","291.389","309.927","357.753","417.35","436.278","475.113","506.86","548.027","553.616","576.531","577.762","8.9"
"5","Dental Services (Millions of Dollars)","State","1","New England","Rhode Island","47.048","56.432","63.527","72.664","77.104","84.586","101.637","108.185","122.242","136.756","145.448","141.564","155.163","151.45","166.235","183.516","192.995","200.192","227.202","228.763","244.388","254.178","265.209","279.555","298.842","303.061","323.005","332.957","345.532","343.508","7.1"
"5","Dental Services (Millions of Dollars)","State","1","New England","Vermont","25.896","30.879","34.361","37.764","38.718","39.444","47.206","53.927","61.664","62.574","71.055","74.656","82.016","88.763","93.429","101.256","104.172","114.824","124.893","133.292","148.88","161.719","176.589","182.77","195.217","207.352","214.265","233.283","236.788","238.251","8"
